Respondent,SourceStimuliName,VisitedAOI,Dwell Start,Dwell End,Number of Fixations in Dwell,Number of Saccades in Dwell,Dwell Time
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,16283.548,16366.8358,1,0,83.28780000000006
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,16375.1617,16525.1485,1,0,149.98679999999877
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,16558.4811,16808.4506,1,0,249.96949999999924
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,16825.1164,17083.4215,1,1,258.3051000000014
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,17358.3847,17683.3533,1,2,324.96860000000015
P3,SWA_Stimulus,SWA_Stimulus_Navigation_1,17683.3533,18349.933,2,2,666.579700000002
P3,SWA_Stimulus,SWA_Stimulus_Navigation_1,18408.2605,18866.5703,1,1,458.3097999999991
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,18866.5703,22949.4628,13,22,4082.8925000000017
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_2,22949.4628,23432.7493,1,0,483.28649999999834
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,23516.0698,23674.4011,1,1,158.331299999998
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,23707.7233,27140.6645,9,9,3432.9411999999975
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,28632.179,29015.4629,1,0,383.28389999999854
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,31231.887,31915.1565,1,0,683.2695000000022
P3,SWA_Stimulus,SWA_Stimulus_Question_Task1,32781.721,33098.38,1,5,316.65899999999965
P3,SWA_Stimulus,SWA_Stimulus_Question_Task1,33140.0094,33206.6555,0,1,66.64609999999811
P3,SWA_Stimulus,SWA_Stimulus_Question_Task1,33240.0156,35206.4324,9,14,1966.416799999999
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,35331.455,35989.679,3,3,658.2239999999947
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,36031.3372,36756.2581,2,3,724.9208999999973
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_3,36947.9036,37247.8738,1,6,299.9702000000034
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,38106.1228,38247.7794,1,2,141.65660000000207
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,39097.6868,39247.6682,0,2,149.98139999999694
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,39272.6527,39580.9481,1,0,308.2954000000027
P3,SWA_Stimulus,SWA_Stimulus_Add_1,40080.9252,40330.8924,1,1,249.96719999999914
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,40830.8155,41822.4382,3,8,991.6226999999999
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,42172.356,42280.6655,1,2,108.30950000000303
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,42347.362,42947.2615,2,2,599.8994999999995
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,42963.9325,43297.229,1,2,333.29649999999674
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,44797.0398,44913.6941,0,3,116.65430000000197
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,45005.3813,45105.3409,1,1,99.95960000000196
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,45305.3271,45730.2732,2,2,424.946100000001
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,47596.7657,47971.7249,1,4,374.9591999999975
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,47971.7249,48479.9869,1,0,508.26200000000244
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,48538.298,48679.9634,1,1,141.66539999999804
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,52362.8697,52779.4909,1,4,416.62119999999413
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,53304.431,53471.0923,1,1,166.66129999999976
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,53854.3819,54004.3736,1,1,149.99169999999867
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_3,54004.3736,54445.9878,2,3,441.6142000000036
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,55012.5945,55545.8507,3,4,533.2562000000034
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,55645.8666,56229.1209,2,2,583.2543000000005
P3,SWA_Stimulus,SWA_Stimulus_Navigation_1,57695.6275,58020.5814,1,0,324.95390000000043
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,58103.9038,58253.9031,0,3,149.99930000000313
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,58387.2372,58403.9046,0,1,16.66739999999845
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,58462.1983,58495.5592,0,1,33.36090000000695
P3,SWA_Stimulus,SWA_Stimulus_Add_1,58612.2154,58753.8372,0,3,141.6218000000008
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,59162.133,59553.7685,1,5,391.6354999999967
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,61253.5784,61545.2164,2,1,291.637999999999
P3,SWA_Stimulus,SWA_Stimulus_Navigation_1,61586.8678,62153.4967,3,3,566.6289000000033
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,62178.4838,62345.1319,0,2,166.64809999999852
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,62911.729,63961.6109,5,7,1049.8819000000003
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,64144.9132,64328.2582,1,2,183.3449999999939
P3,SWA_Stimulus,SWA_Stimulus_Add_2,64394.8858,64536.5568,1,1,141.6710000000021
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_3,64753.2055,64944.8488,1,1,191.64330000000336
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_3,65094.8126,65253.1266,1,1,158.31400000000576
P3,SWA_Stimulus,SWA_Stimulus_Add_2,65394.7775,65419.7738,0,1,24.99630000000616
P3,SWA_Stimulus,SWA_Stimulus_Status_Published3,65844.7998,66069.7051,1,0,224.90530000001309
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_3,66103.0343,66378.0468,1,0,275.0124999999971
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,66378.0468,66419.6649,0,1,41.61810000000696
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,66952.9628,67127.949,1,0,174.98619999999937
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,68261.1517,68444.4554,1,2,183.30370000000403
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List5,68452.8042,68527.7747,0,1,74.97049999999581
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,68544.4492,68661.1258,0,3,116.6765999999916
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,69760.9682,70102.6099,2,3,341.64169999999285
P3,SWA_Stimulus,SWA_Stimulus_Status_Published1,70344.274,70427.585,1,1,83.31100000000151
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_3,70519.2416,70635.8856,1,0,116.64400000000023
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_3,70660.8668,71269.1487,3,5,608.2819000000018
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,71360.811,71544.1109,1,4,183.29989999999816
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List4,71544.1109,71744.0848,1,0,199.97389999999723
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,71744.0848,71869.0623,1,1,124.97750000000815
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_3,71927.3911,72310.715,2,3,383.32390000000305
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,72452.3396,72777.2956,2,5,324.95599999999104
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_6,72777.2956,72935.6632,1,0,158.36759999999776
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,72935.6632,73443.9353,2,6,508.27210000000196
P3,SWA_Stimulus,SWA_Stimulus_Question_Task1,73760.5684,73835.5523,1,0,74.98389999999199
P3,SWA_Stimulus,SWA_Stimulus_Question_Task1,74052.2088,74227.2249,1,3,175.016100000008
P3,SWA_Stimulus,SWA_Stimulus_Question_Task1,74327.1764,74510.5367,1,1,183.36030000000028
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,75252.0182,75776.9765,2,6,524.9582999999984
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,77085.1751,78001.7182,3,3,916.5431000000099
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,78776.6329,78859.9912,1,0,83.35830000000715
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,78943.2954,79426.5939,1,2,483.2985000000044
P3,SWA_Stimulus,SWA_Stimulus_Question_Task1,79568.211,80568.111,5,8,999.9000000000087
P3,SWA_Stimulus,SWA_Stimulus_Question_Task1,80601.452,80984.7582,3,4,383.3061999999918
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,81426.366,81651.3261,1,1,224.96010000001115
P3,SWA_Stimulus,SWA_Stimulus_Add_1,82417.9315,82426.2526,0,1,8.321100000001024
P3,SWA_Stimulus,SWA_Stimulus_Add_1,82526.2919,82859.5316,1,0,333.23970000000554
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,82909.5845,84717.684,5,5,1808.0994999999966
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,86492.5063,86509.1708,0,1,16.664500000013504
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,86609.1334,86667.5139,0,1,58.3804999999993
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,86892.4266,87042.528,1,3,150.10139999999956
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,87092.4206,87450.6932,1,1,358.2725999999966
P3,SWA_Stimulus,SWA_Stimulus_Navigation_1,87450.6932,87834.0299,2,3,383.33669999999984
P3,SWA_Stimulus,SWA_Stimulus_Navigation_1,88867.2167,90200.4282,6,6,1333.2114999999903
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,90200.4282,90450.3668,1,3,249.9386000000086
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,91233.6148,91450.2937,0,3,216.67889999999898
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,91825.2151,92108.525,1,1,283.3098999999929
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,93291.7339,93425.0769,1,1,133.34299999999348
P3,SWA_Stimulus,SWA_Stimulus_Status_Published2,93483.4243,93700.0086,1,1,216.58430000000226
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_2,93700.0086,94099.9672,1,1,399.9585999999981
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,94125.0014,94483.2612,2,2,358.2597999999998
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,94499.9782,94633.2851,1,1,133.30689999999595
P3,SWA_Stimulus,SWA_Stimulus_Add_1,94649.9061,94766.5628,0,3,116.65670000000682
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,95049.9107,95124.8574,0,2,74.94670000000042
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,95324.8707,95458.1528,1,2,133.28209999999672
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,95591.4721,95666.4708,0,2,74.99869999999646
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,95824.8619,96199.7436,2,3,374.8816999999981
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,96316.398,96324.7847,0,1,8.386700000002747
P3,SWA_Stimulus,SWA_Stimulus_Add_1,96349.7793,98199.5374,1,0,1849.7581000000064
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,98574.4927,99591.0647,4,5,1016.5720000000001
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,99732.7009,99741.0746,0,1,8.373700000011013
P3,SWA_Stimulus,SWA_Stimulus_Add_1,101365.851,101540.8455,1,0,174.9945000000007
P3,SWA_Stimulus,SWA_Stimulus_Navigation_1,101815.8049,102149.0954,1,1,333.2905000000028
P3,SWA_Stimulus,SWA_Stimulus_Add_1,102574.0767,103698.9524,1,0,1124.8756999999896
P3,SWA_Stimulus,SWA_Stimulus_Add_1,104498.8399,104657.1963,1,1,158.35639999998966
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,104865.5094,105032.1051,1,1,166.5957000000053
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,105148.7586,105190.4496,0,2,41.69100000000617
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,105498.8326,105998.7009,1,3,499.8683000000019
P3,SWA_Stimulus,SWA_Stimulus_Add_1,106265.3084,107648.5159,1,1,1383.207500000004
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,107690.1604,107898.4585,2,1,208.29809999999998
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,107940.1595,108215.0927,1,1,274.9331999999995
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,108306.7476,108348.4226,0,1,41.67500000000291
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,108348.4226,108673.3748,1,0,324.9521999999997
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,108673.3748,108898.3807,1,1,225.0058999999892
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,109598.3767,109673.2996,0,1,74.92290000000503
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,109806.5958,109873.2517,0,2,66.65589999999793
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,109931.5701,109939.9195,0,1,8.349400000006426
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,110056.5728,110164.889,1,0,108.31620000000112
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,110164.889,110589.8671,2,2,424.97810000000754
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,110798.1693,113639.5033,5,7,2841.3340000000026
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,113639.5033,113906.1533,1,0,266.65000000000873
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,113906.1533,114106.1473,1,1,199.9939999999915
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,114106.1473,114672.7379,3,3,566.5905999999959
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,114722.7473,114947.7256,1,2,224.9783000000025
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,114981.0808,114989.3844,0,1,8.303599999999278
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,115106.0356,115114.368,0,1,8.332399999999325
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,115172.6656,115306.058,1,1,133.39240000001155
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,115306.058,115314.3497,0,1,8.291700000001583
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,115372.7178,115722.6601,1,2,349.94229999999516
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,117997.3911,118014.0512,0,1,16.660100000008242
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,118080.6921,118172.3838,0,3,91.69169999999576
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List5,118197.3951,118322.3239,1,1,124.92880000000878
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List4,118330.6565,118513.9974,1,1,183.3408999999956
P3,SWA_Stimulus,SWA_Stimulus_Status_invited1,118513.9974,118597.3258,0,1,83.32840000001306
P3,SWA_Stimulus,SWA_Stimulus_Status_invited1,118663.9596,118713.9522,0,2,49.992599999997765
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List4,118805.604,118838.9629,0,2,33.35889999999199
P3,SWA_Stimulus,SWA_Stimulus_Status_invited1,118838.9629,119197.2263,1,0,358.2633999999962
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,119388.8727,119447.2,0,2,58.32729999998992
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_3,119605.5191,119705.5372,1,2,100.01810000000114
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,120305.4598,120355.4503,0,1,49.990499999999884
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,120397.1024,120505.4465,0,2,108.34410000000207
P3,SWA_Stimulus,SWA_Stimulus_Add_1,121172.0118,121821.9474,2,1,649.9356000000116
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,121847.0202,121921.9463,0,1,74.92609999999695
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,122946.8596,123021.8313,0,1,74.97170000000915
P3,SWA_Stimulus,SWA_Stimulus_Available_Journalists,123121.8039,123246.8038,1,2,124.99989999999525
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,123246.8038,123288.5013,0,2,41.69750000000931
P3,SWA_Stimulus,SWA_Stimulus_Available_Journalists,123296.814,123413.4601,0,3,116.64609999999811
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,123430.1115,123480.1093,0,1,49.99779999999737
P3,SWA_Stimulus,SWA_Stimulus_Available_Journalists,123505.1049,123688.4337,1,2,183.3287999999884
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,123713.4133,123738.4327,0,1,25.01940000000468
P3,SWA_Stimulus,SWA_Stimulus_Available_Journalists,123830.0848,124321.6874,1,7,491.60259999999835
P3,SWA_Stimulus,SWA_Stimulus_Available_Journalists,124363.3458,124488.3319,1,0,124.98610000000917
P3,SWA_Stimulus,SWA_Stimulus_Status_Published3,124779.9751,125354.9158,2,2,574.9407000000065
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,125363.233,125638.2245,0,8,274.9915000000037
P3,SWA_Stimulus,SWA_Stimulus_Status_Published3,125663.2249,125738.2179,1,1,74.99300000000221
P3,SWA_Stimulus,SWA_Stimulus_Status_Published3,126888.119,127296.3541,1,0,408.2350999999908
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,127846.3611,130970.9803,9,11,3124.619200000001
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,130970.9803,131645.8907,1,0,674.9103999999934
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,132479.1361,132787.4215,1,1,308.2853999999934
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,133095.7237,133220.7082,1,1,124.98449999999139
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,133245.706,133720.6626,1,0,474.956600000005
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,133720.6626,134203.9447,1,2,483.28209999998217
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,134203.9447,134528.9152,1,0,324.9704999999958
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,134545.5914,134945.5433,1,0,399.95189999998547
P3,SWA_Stimulus,SWA_Stimulus_Question_Task1,135320.5038,135912.0963,2,1,591.5924999999988
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,136312.047,136762.014,2,5,449.9670000000042
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,136920.3128,137528.5963,1,2,608.2834999999905
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_2,137528.5963,138878.467,1,0,1349.8706999999995
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,138920.0918,139936.6861,2,1,1016.594299999997
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,139970.0105,140528.2662,1,3,558.2557000000088
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,140544.9049,141011.5829,2,2,466.67800000001444
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,141153.1864,141344.8543,1,1,191.66790000000037
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,141853.1314,141894.7638,0,1,41.63239999997313
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,141894.7638,142053.1024,1,0,158.33860000001732
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,142078.1196,142369.7072,1,0,291.58759999999893
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,142369.7072,142944.6517,1,1,574.9444999999832
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,144294.4941,144777.7794,2,7,483.28529999998864
P3,SWA_Stimulus,SWA_Stimulus_Event_Details,144861.1267,145327.747,1,2,466.6203000000096
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,147485.8224,147494.1466,0,1,8.324200000002747
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,147694.1509,148219.0672,1,0,524.9162999999826
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,148219.0672,148427.3834,1,1,208.31620000000112
P3,SWA_Stimulus,SWA_Stimulus_Add_1,148427.3834,148869.0093,1,1,441.62590000001364
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,149310.6166,149643.9587,1,1,333.34209999997984
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,149660.6027,149685.6417,0,1,25.03900000001886
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,149685.6417,149910.5581,1,0,224.91639999998733
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,149910.5581,150218.8713,1,1,308.31320000000414
P3,SWA_Stimulus,SWA_Stimulus_Status_Published1,150427.175,150752.1238,1,2,324.94880000001285
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,150785.463,151168.9111,1,0,383.4481000000087
P3,SWA_Stimulus,SWA_Stimulus_Status_Published2,151218.738,151427.0477,1,0,208.30969999998342
P3,SWA_Stimulus,SWA_Stimulus_Add_1,151485.3745,151793.7373,1,0,308.3628000000026
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,151793.7373,152085.3321,1,1,291.59479999999166
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,152460.2634,152593.6115,1,0,133.3481000000029
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,152610.2815,153485.1487,2,1,874.8671999999788
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,153518.4791,153668.4717,1,0,149.99259999999776
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,153793.4992,153818.4471,0,1,24.94789999999921
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,153818.4471,153968.4627,1,0,150.01560000001336
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_2,154018.4346,154093.4123,1,0,74.97769999998854
P3,SWA_Stimulus,SWA_Stimulus_Navigation_1,154160.0884,154510.0643,1,0,349.97589999999036
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,154510.0643,154560.0272,0,1,49.96290000001318
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,154743.3503,154768.3422,0,1,24.991900000022724
P3,SWA_Stimulus,SWA_Stimulus_Status_Published1,155101.6876,155343.2814,2,2,241.59380000000237
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,155351.6517,155526.5868,1,0,174.93510000000242
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,155526.5868,155759.9208,1,1,233.33400000000256
P3,SWA_Stimulus,SWA_Stimulus_Add_1,155784.8885,155859.9222,0,2,75.03369999999995
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,155893.2711,155918.2156,0,1,24.944499999983236
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_3,156176.5151,156209.8423,0,1,33.32719999999972
P3,SWA_Stimulus,SWA_Stimulus_Status_Published3,156209.8423,156468.1815,1,0,258.3392000000167
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,156618.1767,156743.1958,1,0,125.01909999997588
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,156768.1145,156993.093,1,0,224.97849999999744
P3,SWA_Stimulus,SWA_Stimulus_Status_Published1,157009.7893,157176.4096,1,0,166.6203000000096
P3,SWA_Stimulus,SWA_Stimulus_Status_Published1,157193.0952,158392.9571,3,2,1199.861899999989
P3,SWA_Stimulus,SWA_Stimulus_Status_Published2,158451.2971,158717.9006,1,0,266.60349999999744
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_2,158717.9006,159001.2276,1,2,283.3270000000193
P3,SWA_Stimulus,SWA_Stimulus_Status_Published2,159034.5637,159267.8464,1,0,233.28270000001066
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_2,159267.8464,159867.8041,1,1,599.957699999999
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,160076.0871,160084.4347,0,1,8.347600000008242
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List4,160109.4166,160117.7469,0,1,8.330300000001444
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List4,160151.0781,160192.7594,0,1,41.681299999996554
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,160276.0848,160392.7521,0,5,116.66730000000098
P3,SWA_Stimulus,SWA_Stimulus_Add_2,160467.7722,160542.7182,1,1,74.94599999999627
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_6,160701.0322,160984.3622,1,3,283.3300000000163
P3,SWA_Stimulus,SWA_Stimulus_Status_Published_5,160984.3622,161184.3175,1,0,199.95530000000144
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List5,161242.6997,161317.6326,1,0,74.93290000001434
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List5,161400.9684,161434.2895,0,1,33.321100000001024
P3,SWA_Stimulus,SWA_Stimulus_Status_Published_4,161434.2895,161675.9397,1,0,241.65019999997457
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List4,161717.5829,161900.9403,1,1,183.35739999997895
P3,SWA_Stimulus,SWA_Stimulus_Status_invited1,161900.9403,162742.4785,1,0,841.53820000001
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List4,162742.4785,163050.7808,1,2,308.3023000000103
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,163142.4169,163175.8246,0,1,33.40769999998156
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_3,164350.7158,164392.3076,0,1,41.59179999999469
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_3,165075.54,165100.5362,0,1,24.996199999994133
P3,SWA_Stimulus,SWA_Stimulus_Status_Published_6,165150.5811,165300.5136,1,1,149.93249999999534
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,165367.1749,165592.1683,1,2,224.99339999997756
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List4,165592.1683,165825.4849,1,0,233.31660000002012
P3,SWA_Stimulus,SWA_Stimulus_Status_invited1,165892.1776,166208.778,1,3,316.6003999999957
P3,SWA_Stimulus,SWA_Stimulus_Status_Request2,166233.7838,166483.7415,1,1,249.95769999999902
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List4,166617.045,166783.6936,1,2,166.6485999999859
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List4,166900.3385,166908.6719,0,1,8.333399999974063
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_2,166917.0228,167142.0155,1,2,224.99270000000251
P3,SWA_Stimulus,SWA_Stimulus_Status_Published_5,167142.0155,167425.317,1,0,283.3015000000014
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_2,168350.2412,168500.1823,0,4,149.94109999999637
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_1,168916.837,169200.0856,1,1,283.2485999999917
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,169233.4601,169508.3874,1,2,274.9273000000103
P3,SWA_Stimulus,SWA_Stimulus_EventInfo_1,169591.7117,170191.6468,2,1,599.9350999999733
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,170191.6468,170358.2944,0,4,166.6476000000257
P3,SWA_Stimulus,SWA_Stimulus_Status Request1,170483.309,170599.9453,1,1,116.63629999998375
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_3,170966.6176,171141.5405,1,0,174.92290000000503
P3,SWA_Stimulus,SWA_Stimulus_Status_Published3,171166.5375,171316.5364,1,0,149.99890000000596
P3,SWA_Stimulus,SWA_Stimulus_Journalist_List_3,171341.5192,171424.8403,1,0,83.32110000000102
